species_name,label,reason,source_path,target_path,sample_image
almond_mushroom,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/almond_mushroom,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/almond_mushroom,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/almond_mushroom/8.png
amanita_gemmata,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/amanita_gemmata,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/amanita_gemmata,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/amanita_gemmata/8.png
amethyst_chanterelle,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/amethyst_chanterelle,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/amethyst_chanterelle,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/amethyst_chanterelle/8.png
amethyst_deceiver,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/amethyst_deceiver,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/amethyst_deceiver,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/amethyst_deceiver/8.png
aniseed_funnel,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/aniseed_funnel,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/aniseed_funnel,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/aniseed_funnel/8.png
ascot_hat,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/ascot_hat,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/ascot_hat,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/ascot_hat/8.png
bay_bolete,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bay_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/bay_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bay_bolete/8.png
bearded_milkcap,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bearded_milkcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/bearded_milkcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bearded_milkcap/8.png
beechwood_sickener,poisonous,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/beechwood_sickener,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/beechwood_sickener,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/beechwood_sickener/8.png
beefsteak_fungus,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/beefsteak_fungus,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/beefsteak_fungus,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/beefsteak_fungus/8.png
birch_polypore,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/birch_polypore,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/birch_polypore,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/birch_polypore/8.png
birch_woodwart,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/birch_woodwart,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/birch_woodwart,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/birch_woodwart/8.png
bitter_beech_bolete,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bitter_beech_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/bitter_beech_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bitter_beech_bolete/8.png
bitter_bolete,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bitter_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/bitter_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bitter_bolete/8.png
black_bulgar,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/black_bulgar,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/black_bulgar,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/black_bulgar/8.png
black_morel,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/black_morel,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/black_morel,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/black_morel/8.png
blackening_brittlegill,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blackening_brittlegill,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blackening_brittlegill,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blackening_brittlegill/8.png
blackening_polypore,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blackening_polypore,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blackening_polypore,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blackening_polypore/8.png
blackening_waxcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blackening_waxcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blackening_waxcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blackening_waxcap/8.png
blue_roundhead,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blue_roundhead,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blue_roundhead,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blue_roundhead/8.png
blushing_bracket,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blushing_bracket,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blushing_bracket,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blushing_bracket/8.png
blushing_rosette,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blushing_rosette,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blushing_rosette,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blushing_rosette/8.png
blushing_wood_mushroom,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blushing_wood_mushroom,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/blushing_wood_mushroom,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/blushing_wood_mushroom/8.png
bovine_bolete,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bovine_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/bovine_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bovine_bolete/8.png
bronze_bolete,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bronze_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/bronze_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bronze_bolete/8.png
brown_birch_bolete,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/brown_birch_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/brown_birch_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/brown_birch_bolete/8.png
brown_rollrim,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/brown_rollrim,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/brown_rollrim,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/brown_rollrim/8.png
bruising_webcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bruising_webcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/bruising_webcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/bruising_webcap/8.png
butter_cap,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/butter_cap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/butter_cap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/butter_cap/8.png
cauliflower_fungus,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cauliflower_fungus,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/cauliflower_fungus,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cauliflower_fungus/8.png
cedarwood_waxcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cedarwood_waxcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/cedarwood_waxcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cedarwood_waxcap/8.png
chanterelle,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/chanterelle,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/chanterelle,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/chanterelle/8.png
charcoal_burner,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/charcoal_burner,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/charcoal_burner,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/charcoal_burner/8.png
chestnut_bolete,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/chestnut_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/chestnut_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/chestnut_bolete/8.png
chicken_of_the_woods,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/chicken_of_the_woods,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/chicken_of_the_woods,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/chicken_of_the_woods/8.png
cinnamon_bracket,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cinnamon_bracket,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/cinnamon_bracket,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cinnamon_bracket/8.png
clouded_agaric,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/clouded_agaric,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/clouded_agaric,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/clouded_agaric/8.png
clustered_domecap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/clustered_domecap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/clustered_domecap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/clustered_domecap/8.png
common_bonnet,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_bonnet,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/common_bonnet,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_bonnet/8.png
common_inkcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_inkcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/common_inkcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_inkcap/8.png
common_morel,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_morel,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/common_morel,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_morel/8.png
common_puffball,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_puffball,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/common_puffball,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_puffball/8.png
common_rustgill,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_rustgill,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/common_rustgill,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/common_rustgill/8.png
crimped_gill,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/crimped_gill,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/crimped_gill,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/crimped_gill/8.png
crimson_waxcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/crimson_waxcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/crimson_waxcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/crimson_waxcap/8.png
cucumber_cap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cucumber_cap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/cucumber_cap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/cucumber_cap/8.png
curry_milkcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/curry_milkcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/curry_milkcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/curry_milkcap/8.png
deadly_fibrecap,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deadly_fibrecap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/deadly_fibrecap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deadly_fibrecap/8.png
deadly_webcap,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deadly_webcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/deadly_webcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deadly_webcap/4.png
deathcap,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deathcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/deathcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deathcap/8.png
deer_shield,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deer_shield,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/deer_shield,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/deer_shield/8.png
destroying_angel,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/destroying_angel,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/destroying_angel,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/destroying_angel/8.png
devils_bolete,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/devils_bolete,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/devils_bolete,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/devils_bolete/4.png
dog_stinkhorn,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dog_stinkhorn,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/dog_stinkhorn,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dog_stinkhorn/8.png
dryads_saddle,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dryads_saddle,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/dryads_saddle,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dryads_saddle/8.png
dusky_puffball,edible,keyword_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dusky_puffball,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/dusky_puffball,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dusky_puffball/8.png
dyers_mazegill,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dyers_mazegill,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/dyers_mazegill,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/dyers_mazegill/8.png
earthballs,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/earthballs,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/earthballs,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/earthballs/8.png
egghead_mottlegill,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/egghead_mottlegill,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/egghead_mottlegill,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/egghead_mottlegill/8.png
elfin_saddle,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/elfin_saddle,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/elfin_saddle,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/elfin_saddle/8.png
fairy_ring_champignons,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fairy_ring_champignons,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/fairy_ring_champignons,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fairy_ring_champignons/8.png
false_chanterelle,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_chanterelle,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/false_chanterelle,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_chanterelle/8.png
false_deathcap,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_deathcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/false_deathcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_deathcap/8.png
false_morel,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_morel,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/false_morel,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_morel/8.png
false_saffron_milkcap,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_saffron_milkcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/false_saffron_milkcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/false_saffron_milkcap/8.png
fenugreek_milkcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fenugreek_milkcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/fenugreek_milkcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fenugreek_milkcap/8.png
field_blewit,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/field_blewit,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/field_blewit,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/field_blewit/8.png
field_mushroom,edible,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/field_mushroom,/Users/anyliuliu/Desktop/mushroomguard/reference_species/edible/field_mushroom,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/field_mushroom/8.png
fleecy_milkcap,uncertain,no_clear_rule,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fleecy_milkcap,/Users/anyliuliu/Desktop/mushroomguard/reference_species/uncertain/fleecy_milkcap,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fleecy_milkcap/8.png
fly_agaric,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fly_agaric,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/fly_agaric,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fly_agaric/8.png
fools_funnel,poisonous,exact_match,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fools_funnel,/Users/anyliuliu/Desktop/mushroomguard/reference_species/poisonous/fools_funnel,/Users/anyliuliu/Desktop/mushroomguard/species_dataset/data/data/fools_funnel/8.png
